Frequency(Hz),Transmission Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
26043552,-66.91,-54.42,28878.9,0.00,80278.1,21607.7,0.0
26043648,-67.03,-31.94,90512.0,0.00,18846.6,24542.5,0.0
26043744,-65.51,-42.07,39822.1,0.00,26274.4,88402.3,0.0
26043840,-62.31,-22.05,20831.8,0.00,48994.0,30386.9,0.0
26043936,-62.15,-25.64,15417.7,0.00,55441.3,28042.9,0.0
26044032,-67.34,-51.44,45047.6,0.00,82056.7,32773.4,0.0
26044128,-62.53,6.54,32876.8,0.00,-15243.6,33748.3,0.0
26044224,-62.60,-29.29,17582.0,0.00,66022.7,34850.0,0.0
26044320,-61.39,-17.86,11566.2,0.00,35985.7,17226.2,0.0
26044416,-64.05,-11.23,56178.4,0.00,31032.3,59231.6,0.0
26044512,-62.15,-10.42,25862.4,0.00,23165.8,27976.5,0.0
26044608,-63.84,-31.10,33194.3,0.00,80400.8,55579.6,0.0
26044704,-60.01,3.13,99901.9,0.00,-5461.2,00051.1,0.0
26044800,-59.72,-7.48,95937.5,0.00,12607.1,96762.3,0.0
26044896,-61.97,1.49,25265.7,0.00,-3254.2,25308.0,0.0
26044992,-60.63,-1.08,07410.2,0.00,2032.4,07429.4,0.0
26045088,-60.45,-10.62,03385.8,0.00,19403.6,05190.9,0.0
26045184,-59.45,-19.10,88579.2,0.00,30708.9,93751.3,0.0
26045280,-58.60,1.18,85029.5,0.00,-1756.4,85047.6,0.0
26045376,-60.41,-2.29,04612.2,0.00,4189.1,04696.1,0.0
26045472,-60.54,7.27,05399.7,0.00,-13465.3,06256.3,0.0
26045568,-58.74,-3.53,86273.7,0.00,5335.1,86438.5,0.0
26045664,-59.48,1.31,94010.4,0.00,-2154.7,94035.1,0.0
26045760,-57.95,2.15,78822.6,0.00,-2964.4,78878.3,0.0
26045856,-59.29,-10.70,90457.7,0.00,17107.7,92061.3,0.0
26045952,-56.80,-4.36,68900.8,0.00,5256.9,69101.1,0.0
26046048,-57.35,0.06,73568.7,0.00,-76.6,73568.8,0.0
26046144,-58.92,10.93,86599.5,0.00,-16746.4,88203.8,0.0
26046240,-57.02,3.02,70777.8,0.00,-3741.7,70876.6,0.0
26046336,-57.73,8.22,76149.7,0.00,-11019.0,76942.8,0.0
26046432,-55.52,4.31,59457.1,0.00,-4487.8,59626.2,0.0
26046528,-57.36,8.33,72886.0,0.00,-10684.3,73664.9,0.0
26046624,-55.08,2.28,56610.6,0.00,-2261.5,56655.7,0.0
26046720,-56.42,-3.52,65964.2,0.00,4065.3,66089.4,0.0
26046816,-55.01,3.00,56097.1,0.00,-2943.7,56174.3,0.0
26046912,-55.71,5.12,60663.4,0.00,-5443.4,60907.1,0.0
26047008,-57.01,0.29,70795.1,0.00,-357.0,70796.0,0.0
26047104,-54.74,6.68,54107.1,0.00,-6350.4,54478.5,0.0
26047200,-56.69,3.14,68110.0,0.00,-3747.8,68213.0,0.0
26047296,-56.05,9.99,62369.0,0.00,-11003.8,63332.2,0.0
26047392,-56.71,7.74,67749.6,0.00,-9223.4,68374.6,0.0
26047488,-54.96,7.10,55421.4,0.00,-6919.4,55851.7,0.0
26047584,-54.96,12.55,54532.5,0.00,-12158.2,55871.4,0.0
26047680,-54.09,16.87,48372.2,0.00,-14702.0,50557.1,0.0
26047776,-55.51,5.99,59183.4,0.00,-6224.4,59509.8,0.0
26047872,-55.24,14.03,55978.4,0.00,-14017.3,57706.8,0.0
26047968,-54.71,10.30,53396.0,0.00,-9723.4,54274.1,0.0
26048064,-53.61,12.81,46605.6,0.00,-10617.9,47799.8,0.0
26048160,-53.40,7.52,46268.4,0.00,-6117.4,46671.0,0.0
26048256,-54.19,9.32,50458.5,0.00,-8299.9,51136.6,0.0
26048352,-54.13,2.31,50762.4,0.00,-2047.5,50803.7,0.0
26048448,-53.27,9.66,45311.3,0.00,-7733.0,45966.5,0.0
26048544,-53.48,7.68,46655.9,0.00,-6306.7,47080.2,0.0
26048640,-54.17,9.98,50249.5,0.00,-8863.7,51025.3,0.0
26048736,-53.78,18.50,46236.1,0.00,-15504.3,48766.4,0.0
26048832,-53.84,17.36,46845.8,0.00,-14673.7,49090.2,0.0
26048928,-54.00,3.70,49923.4,0.00,-3234.4,50028.1,0.0
26049024,-52.75,20.91,40449.7,0.00,-15488.8,43313.7,0.0
26049120,-53.79,14.64,47210.9,0.00,-12356.0,48801.0,0.0
26049216,-54.29,18.34,49083.3,0.00,-16299.9,51719.0,0.0
26049312,-53.85,15.44,47409.2,0.00,-13120.9,49191.4,0.0
26049408,-52.86,14.38,42469.6,0.00,-10913.0,43849.2,0.0
26049504,-53.21,17.35,43599.5,0.00,-13653.0,45687.2,0.0
26049600,-52.78,15.14,41941.1,0.00,-11377.2,43456.9,0.0
26049696,-52.94,18.43,41964.6,0.00,-14014.2,44242.8,0.0
26049792,-53.18,16.10,43696.6,0.00,-12637.6,45487.4,0.0
26049888,-52.27,13.01,39933.5,0.00,-9246.3,40990.0,0.0
26049984,-52.34,21.62,38375.1,0.00,-15248.0,41293.5,0.0
26050080,-52.92,18.74,41793.3,0.00,-14209.6,44142.8,0.0
26050176,-52.25,16.59,39158.2,0.00,-11699.2,40868.5,0.0
26050272,-52.95,16.72,42412.2,0.00,-12772.6,44293.7,0.0
26050368,-52.24,17.62,38885.1,0.00,-12380.0,40808.3,0.0
26050464,-52.38,17.83,39498.8,0.00,-12740.0,41502.5,0.0
26050560,-52.66,15.04,41359.7,0.00,-11144.0,42834.8,0.0
26050656,-50.79,19.20,32604.5,0.00,-11391.0,34537.0,0.0
26050752,-51.41,15.58,35727.4,0.00,-9986.7,37096.9,0.0
26050848,-51.79,16.50,37168.2,0.00,-11038.5,38772.7,0.0
